id,img,title,background_color,created_at,updated_at
1,//i0.hdslb.com/bfs/banner/e5e167deb4cd5f6f04e3896c6b2e1b82986182e8.png@976w_550h_1c_!web-home-carousel-cover,你为我受伤，我帮你治疗,"rgb(36,33,46)",2023-05-30 20:18:31,
2,//i0.hdslb.com/bfs/banner/8cd9e8d36f8fa0234e1ae94a91cd00e88403440e.jpg@976w_550h_1c_!web-home-carousel-cover,来B站，记录你的毕业时刻~,"rgb(127,116,93)",2023-05-30 20:18:31,
3,//i0.hdslb.com/bfs/banner/6ce20fa416694bcc3989d779e36f37a5edbd77c0.png@976w_550h_1c_!web-home-carousel-cover,房车探索传说中最幸福的地方！,"rgb(90,81,70)",2023-05-30 20:18:31,
4,//i0.hdslb.com/bfs/banner/57c8dfbd6274fac3468ae261c0e6d001c24c80ab.jpg@976w_550h_1c_!web-home-carousel-cover,超百万现金&amp;游戏道具等你来拿！,"rgb(89,104,119)",2023-05-30 20:18:31,
